protein,_pdbx_database_status.recvd_initial_deposition_date ,_entity_src_gen.pdbx_gene_src_scientific_name ,_entity_src_gen.pdbx_gene_src_ncbi_taxonomy_id ,_entity_src_gen.pdbx_host_org_scientific_name ,_entity_src_gen.pdbx_host_org_ncbi_taxonomy_id ,_exptl_crystal.density_Matthews ,_exptl_crystal.density_percent_sol ,_exptl_crystal_grow.pH ,_exptl_crystal_grow.temp ,_diffrn.ambient_temp ,_diffrn_detector.pdbx_collection_date ,_diffrn_radiation_wavelength.wavelength ,_reflns.d_resolution_high ,_reflns.d_resolution_low ,_reflns.pdbx_redundancy ,_refine.ls_d_res_high ,_refine.ls_d_res_low ,_refine.ls_R_factor_obs ,_refine.ls_R_factor_R_free ,_refine.ls_R_factor_R_work ,_refine.pdbx_ls_cross_valid_method ,_refine.pdbx_method_to_determine_struct ,_refine.pdbx_solvent_vdw_probe_radii ,_refine.pdbx_solvent_shrinkage_radii ,_refine_hist.d_res_high ,_refine_hist.d_res_low ,_refine_hist.pdbx_number_atoms_protein ,_refine_hist.pdbx_number_atoms_ligand ,_refine_hist.number_atoms_solvent 
5djh,2015-09-02,'MYCOBACTERIUM TUBERCULOSIS',1773,'ESCHERICHIA COLI BL21(DE3)',469008,1.94,36.73,6.5,298.15,100,2014-05-28,1.12709,1.451,38.168,3.53,1.451,38.168,0.1497,0.1687,0.1487,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.451,38.168,1928,31,269
3x0v,2014-10-22,,,,,2.46,49.90,7.6,293,100,2012-04-19,1.000,1.9,34.4,3.0,1.900,32.023,0.1603,0.1882,0.1588,,'MOLECULAR REPLACEMENT',1.10,0.83,1.900,32.023,8086,166,786
4f98,2012-05-18,'PSEUDOMONAS AERUGINOSA',208964,'ESCHERICHIA COLI',562,1.8,31.5,,277,100,2012-05-02,,1.26,38.541,,1.2600,38.541,0.1450,0.1691,0.1436,THROUGHOUT,MAD,1.4000,0.8000,1.2600,38.541,482,6,67
5h3j,2016-10-25,,,,,1.97,42.18,8.5,291,100,2016-06-09,0.97368,1.25,33.65,7.2,1.330,31.954,0.1379,0.1623,0.1369,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.330,31.954,1686,1,386
4bq2,2013-05-29,'SACCHAROPHAGUS DEGRADANS',203122,'ESCHERICHIA COLI',562,2.4,48,,,100,,1.00000,1.90,39.28,5,1.90,39.28,0.17246,0.21487,0.17021,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.90,39.28,23538,136,2554
1ln4,2002-05-02,'ESCHERICHIA COLI',562,'ESCHERICHIA COLI',562,2.87,57.12,8.5,298,,,,1.5,20.0,10.6,1.5,20.0,0.193,0.223,0.192,THROUGHOUT,MAD,,,1.5,20.0,769,0,107
3zri,2011-06-16,'VIBRIO CHOLERAE',345076,'ESCHERICHIA COLI',469008,2.35,47.33,,,100,2009-09-05,0.9791,1.80,36.00,7.0,1.80,35.95,0.193,0.218,0.191,THROUGHOUT,OTHER,1.40,0.80,1.80,35.95,1325,0,87
3uej,2011-10-30,'MUS MUSCULUS',10090,'ESCHERICHIA COLI',562,2.39,48.56,7.2,293,,,,1.3,30,4.3,1.301,9.983,0.1433,0.1582,0.1424,,'MOLECULAR REPLACEMENT',1.00,0.72,1.301,9.983,1024,24,222
4gxw,2012-09-04,'BURKHOLDERIA AMBIFARIA',339670,'ESCHERICHIA COLI',469008,2.13,42.32,6.5,298,100,2012-08-13,0.9793,1.300,75.280,3.500,1.3000,29.2570,0.1612,0.1814,0.1601,,'MOLECULAR REPLACEMENT',1.1100,0.9000,1.3000,29.2570,5794,4,1309
3e2o,2008-08-05,'SACCHAROMYCES CEREVISIAE',4932,'ESCHERICHIA COLI',,2.72,54.8,6.0,298,100,2005-05-16,0.97900,1.060,50.000,4.2,1.06,10.00,0.1705,0.1992,0.1633,'FREE R','MOLECULAR REPLACEMENT',,,1.06,10.00,2398,43,602
2jli,2008-09-09,'YERSINIA PESTIS',632,'ESCHERICHIA COLI',469008,2.3,45.7,9.5,,100,2008-04-10,1.0,1.13,50.00,13.5,1.13,41.70,0.164,0.168,0.164,THROUGHOUT,SAD,1.20,0.80,1.13,41.70,771,0,161
4pyh,2014-03-27,'ARABIDOPSIS THALIANA',3702,'ESCHERICHIA COLI',511693,2.28,46.05,7.5,277,120,2012-04-19,1.00,1.65,20.00,,1.65,19.43,0.17909,0.21763,0.17706,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.65,19.43,2343,79,354
4kvx,2013-05-23,'SCHIZOSACCHAROMYCES POMBE',284812,'ESCHERICHIA COLI',562,2.17,43.23,6.5,293,100,2011-01-01,0.9795,2.00,30.00,,2.00,28.542,0.1792,0.2173,0.1772,,SAD,1.11,0.90,2.00,28.542,2462,102,262
3fzy,2009-01-26,'VIBRIO CHOLERAE',666,'ESCHERICHIA COLI',562,2.06,40.38,8.5,295,100,2008-09-11,0.97872,1.95,25.0,6.7,1.95,23.67,0.17130,0.21616,0.16893,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.95,23.67,3274,85,313
3qle,2011-02-02,'SACCHAROMYCES CEREVISIAE EC1118',643680,'ESCHERICHIA COLI',562,2.49,50.62,6.0,290,200.0,2008-10-19,0.9792,1.83,50,,1.831,7.989,0.1762,0.2016,0.1748,,'MOLECULAR REPLACEMENT',1.11,0.90,1.831,7.989,1510,22,134
3ipf,2009-08-17,'DESULFITOBACTERIUM HAFNIENSE',138119,'ESCHERICHIA COLI BL21(DE3)',469008,2.90,57.63,,293,100,2009-03-19,0.97839,1.988,50.0,13.7,1.988,33.741,0.1984,0.2327,0.1967,,'MOLECULAR REPLACEMENT',1.11,0.90,1.988,33.741,1046,0,57
5ly8,2016-09-26,'LACTOBACILLUS PHAGE J-1',1414736,'ESCHERICHIA COLI',511693,2.11,41.6,,293,100,2016-02-04,0.95372,1.28,35,7.0,1.28,34.44,0.1843,0.1980,0.1836,'FREE R-VALUE','MOLECULAR REPLACEMENT',,,1.28,34.44,1923,2,317
2jdc,2007-01-05,'BACILLUS LICHENIFORMIS',1402,'ESCHERICHIA COLI',562,2.3,46,4.60,,100.0,2003-06-04,1.0072,1.600,32.200,3.300,1.60,32.16,0.149,0.172,0.148,THROUGHOUT,'FOURIER SYNTHESIS',1.20,0.80,1.60,32.16,1161,54,131
3g0k,2009-01-28,'NOVOSPHINGOBIUM AROMATICIVORANS',279238,'ESCHERICHIA COLI',562,2.36,47.82,4.6,277,100,2008-11-15,0.97821,1.30,26.100,6.200,1.300,26.100,0.121,0.143,0.120,THROUGHOUT,SAD,1.400,0.800,1.300,26.100,1009,41,181
2z84,2007-08-30,'MUS MUSCULUS',10090,'ESCHERICHIA COLI',562,2.27,45.71,,,,,,1.7,50.0,,1.7,40.0,0.18788,0.22727,0.18577,THROUGHOUT,MAD,1.20,0.80,1.7,40.0,1598,0,111
1w23,2004-06-25,'BACILLUS ALCALOPHILUS',1445,'ESCHERICHIA COLI',469008,2.19,43.8,7.50,,100.0,2003-07-04,0.9007,1.080,20.000,23.700,1.08,20.00,0.1168,0.1394,,'FREE R','MOLECULAR REPLACEMENT',,,1.08,20.00,5618,96,977
5mx9,2017-01-22,'ESCHERICHIA COLI',562,'ESCHERICHIA COLI BL21',511693,1.95,36.77,,291.15,100,2016-12-12,0.97949,1.12,58.75,11.7,1.120,48.548,0.1340,0.1453,0.1334,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.120,48.548,2537,20,419
3mz2,2010-05-11,'PARABACTEROIDES DISTASONIS',435591,'ESCHERICHIA COLI',562,2.01,38.77,4.0,293,100,2009-12-03,,1.55,47.615,3.800,1.550,47.615,0.167,0.197,0.166,THROUGHOUT,MAD,1.400,0.800,1.550,47.615,4532,141,529
4r52,2014-08-20,'CUPRIAVIDUS METALLIDURANS CH34',266264,'ESCHERICHIA COLI',469008,2.84,56.65,8.5,291,100,2014-06-11,1.0,1.53,50.00,21.7,1.530,49.349,0.1980,0.2142,0.1970,,'MOLECULAR REPLACEMENT',1.20,0.98,1.530,49.349,1415,10,180
5o75,2017-06-08,'HOMO SAPIENS',9606,'ESCHERICHIA COLI BL21(DE3)',469008,2.22,44.72,5.5,293,110,2016-12-17,0.97628,1.483,69.438,17,1.483,40.090,0.1966,0.2240,0.1954,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.483,40.090,577,5,44
3s5v,2011-05-23,'PLANKTOTHRIX AGARDHII',1160,'ESCHERICHIA COLI',562,1.91,35.70,8.0,298,93,2010-06-01,1.54,1.55,34.67,,1.55,34.67,0.18165,0.19302,0.18102,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.55,34.67,983,5,149
5mi4,2016-11-27,,226186,'ESCHERICHIA COLI',511693,3.09,60.23,8.0,298,100,2016-02-01,0.9795,1.8,57.14,4.1,1.80,57.14,0.16329,0.19961,0.16138,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.80,57.14,5585,39,704
1wka,2004-05-30,'THERMUS THERMOPHILUS',274,'ESCHERICHIA COLI BL21(DE3)',469008,2.87,57.13,8,293,100,,1.00,1.7,50,,1.70,47.98,0.191,0.217,0.191,THROUGHOUT,'MOLECULAR REPLACEMENT',,,1.70,47.98,1145,0,167
3lft,2010-01-18,'STREPTOCOCCUS PNEUMONIAE',170187,'ESCHERICHIA COLI',469008,2.11,41.7,8.5,277,100,2009-08-17,0.9794,1.350,50.000,5.400,1.350,36.290,0.183,0.203,0.182,THROUGHOUT,,1.400,0.800,1.350,36.290,4183,30,541
3mbk,2010-03-25,'MUS MUSCULUS',10090,'ESCHERICHIA COLI',469008,2.24,45.06,4.6,293,100,2009-10-09,0.98,1.35,20,5.8,1.35,19.94,0.16323,0.19062,0.16178,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.35,19.94,4166,10,583
5xm5,2017-05-12,'ESCHERICHIA COLI (STRAIN K12)',83333,,866768,2.21,44.46,4.6,288,100,2016-11-03,0.979,1.493,31.228,2.2,1.493,31.228,0.1810,0.2338,0.1791,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.493,31.228,3021,11,519
4mpt,2013-09-13,'BORDETELLA PERTUSSIS TOHAMA I',257313,'ESCHERICHIA COLI',511693,2.54,51.66,7.5,289,100,2013-01-31,0.97926,1.75,50,10.6,1.750,43.282,0.163,0.176,0.160,THROUGHOUT,SAD,1.11,0.90,1.750,43.282,5638,13,482
2jjq,2008-04-17,'PYROCOCCUS ABYSSI',29292,'ESCHERICHIA COLI',562,1.99,37.63,,,100,,0.933,1.90,30.00,5.2,1.80,53.76,0.185,0.228,0.182,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.80,53.76,3216,38,384
2gqt,2006-04-21,'THERMUS CALDOPHILUS',272,'ESCHERICHIA COLI',562,2.01,38.68,6.5,298,90,2005-07-06,1.000,1.15,50,,1.30,23.07,0.18851,0.2092,0.18736,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.30,23.07,2075,54,422
5hke,2016-01-14,'LACTOBACILLUS SALIVARIUS',1624,'ESCHERICHIA COLI',469008,2.42,49.13,4.8,293,100,2015-05-01,1.5418,1.90,50.0,5.7,1.90,45.50,0.15315,0.18533,0.15155,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.90,45.50,5058,20,400
2vw8,2008-06-17,'PSEUDOMONAS AERUGINOSA PAO1',208964,'ESCHERICHIA COLI BL21(DE3)',469008,2.12,42,6.0,,100,2008-02-15,1.737,1.45,30.00,3.78,1.45,51.30,0.16713,0.18597,0.16613,THROUGHOUT,SAD,1.20,0.80,1.45,51.30,2393,11,175
4ct3,2014-03-12,'STAPHYLOCOCCUS PHAGE K',221915,'ESCHERICHIA COLI',562,2.3,48,6.5,,100,2013-05-03,0.8352,1.69,71.92,3.4,1.69,61.50,0.18291,0.22407,0.18074,THROUGHOUT,SAD,1.20,0.80,1.69,61.50,5208,132,770
5h6x,2016-11-15,'LEGIONELLA PNEUMOPHILA',446,'ESCHERICHIA COLI',562,1.96,37.27,,285,100,2013-11-07,0.97907,1.6,50,12.7,1.60,20.00,0.16578,0.19218,0.16435,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.60,20.00,1555,8,185
3tew,2011-08-15,'BACILLUS ANTHRACIS',1392,'ESCHERICHIA COLI',469008,2.44,49.52,8.5,292,100,2009-10-07,1.1159,1.45,23.0,6.5,1.450,23.0,0.1938,0.2163,0.1935,,'MOLECULAR REPLACEMENT',1.40,1.37,1.450,23.0,5568,17,348
5v0z,2017-02-28,'STAPHYLOCOCCUS AUREUS (STRAIN COL)',93062,'ESCHERICHIA COLI',469008,2.28,45.96,,289,100,2016-07-23,0.97857,1.260,50.00,2.900,1.2600,50.0,0.1375,0.1642,0.1361,THROUGHOUT,'MOLECULAR REPLACEMENT',1.2000,0.8000,1.2600,50.0,4428,355,826
5d66,2015-08-11,'ACINETOBACTER BAUMANNII (STRAIN AYE)',509173,'ESCHERICHIA COLI',562,2.10,41.32,,293,100,2014-12-09,0.9791,1.00,27.228,4.000,1.0000,27.228,0.1404,0.1680,0.1390,THROUGHOUT,SAD,1.2000,0.8000,1.0000,27.228,2956,6,732
2zk9,2008-03-13,'CHRYSEOBACTERIUM PROTEOLYTICUM',118127,'ESCHERICHIA COLI',562,2.62,52.97,5.6,298,100,2007-07-09,0.9,1.15,50.0,,1.15,10.00,,0.1359,0.0979,'FREE R','AB INITIO',,,1.15,10.00,1388,7,448
2qik,2007-07-05,'BACILLUS SUBTILIS',1423,'ESCHERICHIA COLI',562,1.9125,35.68,,277,100,2007-05-31,0.97900,1.350,50.000,3.800,1.350,19.350,0.133,0.176,0.131,THROUGHOUT,SAD,1.200,0.800,1.350,19.350,2227,13,446
6fg8,2018-01-10,,,,,1.86,33.78,5.5,298,100,2017-11-06,1.03320,1.25,40.81,6.3,1.25,40.81,0.15308,0.18394,0.15145,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.25,40.81,2838,233,433
5idv,2016-02-24,'ACINETOBACTER BAUMANNII AB5075',1116234,'ESCHERICHIA COLI',469008,2.44,49.59,7.5,290,100,2015-11-20,0.97872,1.450,52.613,6.14,1.4500,50,0.1501,0.1780,0.1490,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.1100,0.9000,1.4500,50,2029,8,290
5e9p,2015-10-15,'SPIROCHAETA THERMOPHILA',154,'ESCHERICHIA COLI BL21(DE3)',469008,2.86,56.92,5.4,293,100,2012-07-24,0.9184,1.200,30.0,7.3,1.2000,30.0000,0.1066,0.1249,0.1056,THROUGHOUT,'MOLECULAR REPLACEMENT',1.2000,0.8000,1.2000,30.0000,715,14,148
5my7,2017-01-25,'NEISSERIA MENINGITIDIS',487,'ESCHERICHIA COLI',562,1.91,35.68,7.5,300,100,2015-11-11,0.9282,1.4,50.64,5.9,1.40,50.64,0.16191,0.20045,0.15979,THROUGHOUT,SIRAS,1.20,0.70,1.40,50.64,714,15,32
4r4k,2014-08-19,'BACTEROIDES CACCAE',411901,'ESCHERICHIA COLI',562,2.61,52.82,4.0,277,100,2014-02-14,,1.69,29.757,,1.6900,29.757,0.1765,0.2026,0.1752,THROUGHOUT,MAD,1.2000,0.8000,1.6900,29.757,4916,199,622
1i9s,2001-03-20,'MUS MUSCULUS',10090,'ESCHERICHIA COLI',469008,2.27,45.80,6.5,283,100,2000-04-15,0.97,1.65,27,5.4,1.65,27.0,0.1960000,0.2250000,0.1940000,THROUGHOUT,MAD,,,1.65,27.0,1536,17,216
1y1x,2004-11-19,'LEISHMANIA MAJOR',347515,'ESCHERICHIA COLI',562,2.6,51.6,7,293,100,2004-06-11,0.97461,1.87,50,5.7,1.95,46.47,0.1898,0.23277,0.18745,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.95,46.47,2827,19,216
3zho,2012-12-23,'ESCHERICHIA COLI',562,'ESCHERICHIA COLI',469008,1.85,34,,,100,,0.9,1.20,22.70,7.6,1.20,21.46,0.14846,0.17040,0.14730,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.20,21.46,2725,62,318
1oz2,2003-04-07,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,3.13,60.74,6.5,293,100,,1.033,1.55,20.0,6.7,1.55,20.00,0.19026,0.2185,0.18877,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.55,20.00,2622,68,505
4e15,2012-03-05,'DROSOPHILA MELANOGASTER',7227,'ESCHERICHIA COLI',469008,2.02,39.21,7.5,293,100,2010-11-29,1.0750,1.50,50.0,14.3,1.50,46.70,0.17235,0.19808,0.17096,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.50,46.70,4967,20,515
6b2y,2017-09-20,'YERSINIA PESTIS',632,'ESCHERICHIA COLI',562,1.87,34.18,5.5,293,100,2017-04-07,1.2398,1.77,50.00,5.1,1.770,45.566,0.1871,0.2187,0.1860,THROUGHOUT,'MOLECULAR REPLACEMENT',1.11,0.90,1.770,45.566,5169,3,619
4b62,2012-08-08,'PSEUDOMONAS AERUGINOSA PAO1',208964,'ESCHERICHIA COLI',469008,1.69,34,6.9,,100,2011-11-01,1.5418,1.45,21.83,3.5,1.45,21.84,0.14126,0.17435,0.13949,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.45,21.84,1082,9,181
3pt1,2010-12-02,'SACCHAROMYCES CEREVISIAE',4932,'ESCHERICHIA COLI',562,2.32,46.91,5.5,298,100,2010-06-30,1.5418,1.77,34.07,3.7,1.773,29.891,0.1580,0.1915,0.1562,,'MOLECULAR REPLACEMENT',1.10,0.83,1.773,29.891,3714,23,336
3oti,2010-09-11,'MICROMONOSPORA ECHINOSPORA',1877,'ESCHERICHIA COLI',469008,2.21,44.35,4.5,298,100,2010-08-20,0.9794,1.597,50.000,7.100,1.5970,29.2340,0.1528,0.1806,0.1522,,'MOLECULAR REPLACEMENT',1.1100,0.9000,1.5970,29.2340,5750,128,941
1l9l,2002-03-25,'HOMO SAPIENS',9606,'ESCHERICHIA COLI BL21(DE3)',469008,1.55,20.6,7,294,100,2002-02-10,0.97950,0.92,23.6,7.1,0.92,23.59,0.138,0.1898,0.137,'FREE R',MAD,,,0.92,23.59,1331,33,104
4y7d,2015-02-14,'NAKAMURELLA MULTIPARTITA (STRAIN ATCC 700099 / DSM 44233 / JCM 9543 / Y-104)',479431,'ESCHERICHIA COLI',469008,2.62,53.13,7.0,289,100,2012-07-16,0.9792,1.680,36.1,5.700,1.6800,36.1,0.1549,0.1870,0.1533,THROUGHOUT,SAD,1.2000,0.8000,1.6800,36.1,4267,4,724
4xdd,2014-12-19,'CLOSTRIDIUM PASTEURIANUM',1501,'ESCHERICHIA COLI',562,2.55,51.68,,277,100,2013-05-22,0.9,1.599,50.0,3.7,1.599,38.963,0.1449,0.1658,0.1438,THROUGHOUT,'MOLECULAR REPLACEMENT',1.11,0.90,1.599,38.963,9139,0,1400
2o90,2006-12-12,'ESCHERICHIA COLI',562,'ESCHERICHIA COLI BL21',511693,2.45,49.78,8.0,292,100.0,2003-04-26,0.97950,1.07,30.0,9.111,1.07,21.7,0.1299,0.1497,0.1299,'FREE R','MOLECULAR REPLACEMENT',,,1.07,21.7,1001,23,279
5cof,2015-07-20,'ESCHERICHIA COLI (STRAIN UTI89 / UPEC)',364106,'ESCHERICHIA COLI BL21(DE3)',469008,2.35,47.8,6.5,277,100,2013-03-13,0.9795,1.26,41.34,13.6,1.35,41.29,0.11632,0.13846,0.11511,THROUGHOUT,SAD,1.20,0.80,1.35,41.29,1378,12,354
3wvt,2014-06-07,'EQUUS CABALLUS',9796,'DROSOPHILA MELANOGASTER',7227,1.68,26.73,3.5,293,100,2012-06-02,0.97930,1.5,50,,1.601,37.491,0.1952,0.2003,0.1949,,'MOLECULAR REPLACEMENT',1.11,0.90,1.601,37.491,754,0,155
4ifa,2012-12-14,'BACILLUS ANTHRACIS',198094,'ESCHERICHIA COLI',469008,2.25,45.43,6.5,295,100,2012-12-10,0.97856,1.5,30.0,7.2,1.50,29.67,0.15504,0.18304,0.15353,THROUGHOUT,SAD,1.20,0.80,1.50,29.67,2416,38,490
3m86,2010-03-17,'ENTAMOEBA HISTOLYTICA',294381,'ESCHERICHIA COLI',562,2.07,40.65,8.5,294.15,100,2009-11-05,1.078,1.650,28.262,8.800,1.650,27.324,0.185,0.214,0.183,THROUGHOUT,'MOLECULAR REPLACEMENT',1.110,0.900,1.650,27.324,1667,28,187
2iej,2006-09-19,,,,,3.18,61.29,5.2,,100,2006-04-08,1.00,1.800,50,,1.800,33.690,0.165,0.188,0.163,THROUGHOUT,'MOLECULAR REPLACEMENT',1.400,0.800,1.800,33.690,5917,106,708
4efi,2012-03-29,'BURKHOLDERIA XENOVORANS',266265,'ESCHERICHIA COLI',469008,2.15,42.85,8.5,289,100,2011-12-14,0.97740,1.300,50.000,7.200,1.3500,35.1540,0.1598,0.1736,0.1591,,'MOLECULAR REPLACEMENT',1.2000,0.9800,1.3500,35.1540,2557,5,346
4bji,2013-04-18,'SCHIZOSACCHAROMYCES POMBE',1264690,'ESCHERICHIA COLI',511693,2.12,41.89,8.5,,100,2009-11-13,0.980062,1.45,50.00,3.01,1.450,44.030,0.1524,0.1698,0.1515,,MAD,0.80,0.65,1.450,44.030,1603,0,258
4gei,2012-08-02,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,3.41,63.89,7.15,277,100,2012-02-19,0.9537,1.5,38.0,7.2,1.50,30.13,0.18198,0.20328,0.17958,THROUGHOUT,SAD,1.20,0.80,1.50,30.13,1151,0,219
3nv0,2010-07-07,,,,,1.89,34.98,7.0,293,,2008-08-21,0.979,1.840,50.000,3.900,1.84,47.01,0.167,0.191,0.166,,SAD,1.11,0.90,1.84,47.01,2660,62,292
4r12,2014-08-03,'DICTYOSTELIUM PURPUREUM',5786,'SPODOPTERA FRUGIPERDA',7108,2.78,55.69,8.0,291,100,2014-05-18,1.0007,1.95,40,,1.950,36.076,0.1807,0.2055,0.1794,,SAD,1.11,0.90,1.950,36.076,4565,110,393
4cll,2014-01-15,'HOMO SAPIENS',9606,'TRICHOPLUSIA NI',7111,2.75,55,6,,100,2013-04-17,0.918409,1.70,49.03,5.7,1.70,86.46,0.16335,0.19750,0.16154,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.70,86.46,3650,62,319
4dpb,2012-02-13,,,,,1.83,32.90,8.0,277,100,2002-03-04,1.05,1.00,15.94,3.2,1.00,15.94,0.11771,0.13629,0.11673,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.00,15.94,738,1,228
6fi2,2018-01-16,'ACHROMOBACTER DENITRIFICANS',32002,'ESCHERICHIA COLI',562,2.05,40,6.5,293,100,2017-12-02,0.972422,1.22,60.6,12.8,1.22,60.6,0.14038,0.16621,0.13905,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.22,60.6,2942,59,243
5umv,2017-01-29,'SACCHAROMYCES CEREVISIAE',559292,'ESCHERICHIA COLI',562,2.15,42.85,7.0,277,100,2007-10-03,0.9790,1.749,33.560,4.800,1.75,33.56,0.164,0.193,0.163,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.75,33.56,733,0,95
5eiu,2015-10-30,,,,,2.51,51.07,7.0,290,100,2015-07-23,1,1.90,50,3.5,1.9080,32.4750,0.1846,0.2171,0.1829,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.1100,0.9000,1.9080,32.4750,2137,4,99
3ne0,2010-06-08,'MYCOBACTERIUM TUBERCULOSIS',83332,'ESCHERICHIA COLI',562,1.82,32.42,5.6,293,100,2008-06-30,,1.0,30,,1.00,10.00,0.1055,0.137,0.1040,,MAD,,,1.00,10.00,1543,0,390
3on1,2010-08-27,'BACILLUS HALODURANS',272558,'ESCHERICHIA COLI',562,2.08,40.95,6.4,289,100,2010-03-04,0.9791,1.65,50,6.8,1.65,37.69,0.18449,0.20271,0.18356,THROUGHOUT,SAD,1.40,0.80,1.65,37.69,751,0,107
1ulr,2003-09-16,'THERMUS THERMOPHILUS',274,'ESCHERICHIA COLI',562,1.47,15.88,,,100,2003-02-09,1.0,1.09,33.73,,1.30,33.71,0.18958,0.21632,0.18666,THROUGHOUT,'MOLECULAR REPLACEMENT',1.40,0.80,1.30,33.71,677,0,151
3c03,2008-01-18,,,,,1.55,20.67,7.5,293,100,2007-04-11,0.97956,1.900,47.780,6.700,1.900,16.00,0.176,0.239,0.173,THROUGHOUT,,1.400,0.800,1.900,16.00,1536,8,63
4n2x,2013-10-06,METHYLOBACTERIUM,439332,'ESCHERICHIA COLI',562,2.64,53.34,7.5,298,100,,1.0,1.700,50.000,8.000,1.7000,50.0000,0.1388,0.1718,0.1352,THROUGHOUT,MAD,1.2000,0.8000,1.7000,50.0000,14268,72,2882
2vm5,2008-01-23,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',469008,1.8,32.2,5,,100,2007-11-30,0.976270,1.80,30.00,7.02,1.80,30.00,0.181,0.220,0.178,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.80,30.00,852,7,51
5j5l,2016-04-03,'NEOSARTORYA FUMIGATA (STRAIN ATCC MYA-4609 / AF293 / CBS 101355 / FGSC A1100)',330879,'ESCHERICHIA COLI BL21(DE3)',469008,2.42,49.17,6.5,298,100,2011-06-10,0.97922,1.700,50.000,23.000,1.70,44.01,0.165,0.190,0.163,THROUGHOUT,'MOLECULAR REPLACEMENT',1.20,0.80,1.70,44.01,1082,22,204
3iib,2009-07-31,'SHEWANELLA AMAZONENSIS SB2B',326297,'ESCHERICHIA COLI',562,2.91,57.67,8.5,277,100,2009-04-17,,1.70,29.374,2.600,1.700,29.374,0.152,0.182,0.151,THROUGHOUT,MAD,1.200,0.800,1.700,29.374,3283,24,631
5ltl,2016-09-07,'HOMO SAPIENS',9606,'ESCHERICHIA COLI K-12',83333,,,6.5,293,100,2013-06-19,0.979,1.45,37.91,5.0,1.45,37.91,0.1719,0.1976,0.1705,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.45,37.91,1075,7,90
4mxt,2013-09-26,'BACTEROIDES UNIFORMIS',411479,'ESCHERICHIA COLI',562,2.24,45.21,,277,100,2013-07-01,,1.40,27.049,,1.4000,27.049,0.1443,0.1733,0.1428,,MAD,1.1100,0.9000,1.4000,27.049,1486,14,249
5n81,2017-02-22,'BREVIBACILLUS PARABREVIS',54914,'ESCHERICHIA COLI',562,2.33,47.24,,277,100,2016-08-13,1.00000,1.60,49.56,6.8,1.600,43.190,0.1761,0.2006,0.1757,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.600,43.190,6205,100,848
2gwn,2006-05-04,'PORPHYROMONAS GINGIVALIS',242619,'ESCHERICHIA COLI BL21',511693,2.12,41.98,6.5,291,100,2005-12-21,,1.85,28.1,,1.85,28.1,0.15099,0.19372,0.14875,THROUGHOUT,MAD,1.40,0.80,1.85,28.1,3531,58,492
4q3j,2014-04-11,'ESCHERICHIA COLI',386585,'ESCHERICHIA COLI',562,1.67,26.18,6.0,289,100,2011-10-06,,1.862,50.0,,1.862,34.942,0.1833,0.2181,0.1795,,MAD,1.10,0.83,1.862,34.942,2067,2,186
5b78,2016-06-05,'HOMO SAPIENS',9606,'ESCHERICHIA COLI',562,2.48,50.40,,291,100,2015-05-01,0.97915,1.4,24.1,7.0,1.4,24.1,0.1695,0.1869,0.1686,'FREE R-VALUE','MOLECULAR REPLACEMENT',1.11,0.90,1.4,24.1,1099,4,229
